Temperature,Humidity,Occupancy,AC_Hours,Appliance_Hours,Day_Type
15.44,88.61,2,6.77,8.05,1
38.41,79.67,4,6.93,6.61,1
23.46,38.25,4,12.21,1.87,1
41.61,27.69,6,10.88,5.82,0
41.24,90.08,2,1.12,13.58,0
19.16,91.36,5,12.23,6.62,1
19.51,35.81,6,7.08,1.59,1
39.83,31.0,1,10.42,11.23,0
18.51,64.02,4,11.34,12.78,0
41.37,76.03,1,2.53,19.95,1
34.91,76.13,7,0.6,1.19,1
33.6,65.51,3,15.15,5.86,0
31.2,48.25,3,1.19,2.3,1
36.88,73.28,5,0.89,1.92,1
30.18,64.61,4,5.76,10.28,0
34.91,84.35,7,6.86,18.69,0
35.64,29.62,3,5.42,11.01,0
43.12,67.43,3,2.53,13.6,0
21.38,82.22,6,9.17,17.57,0
22.73,53.19,7,5.72,8.67,0
42.09,72.58,2,14.62,11.93,1
16.91,64.07,1,2.99,14.28,1
36.88,32.78,4,6.66,16.65,0
24.04,63.75,5,1.28,16.14,0
33.36,41.43,6,9.02,10.16,0
25.78,30.9,5,13.98,15.07,0
40.2,89.88,5,1.23,1.78,0
29.95,77.16,2,11.19,18.9,0
16.35,50.82,1,2.04,14.84,0
39.75,62.67,2,7.66,2.16,1
21.45,73.21,1,9.7,9.49,1
44.84,35.86,1,12.26,11.53,1
18.12,36.53,3,6.44,5.9,0
38.39,39.39,4,9.92,11.61,1
35.16,90.22,1,11.99,19.99,0
37.31,32.46,1,15.17,16.81,0
34.58,88.73,6,12.04,7.05,1
23.7,56.4,7,14.37,6.92,0
44.74,35.51,5,7.9,7.23,0
18.74,77.47,5,1.37,16.61,0
44.23,42.78,3,10.73,6.24,0
37.14,32.25,3,14.9,10.65,0
33.46,56.15,7,9.66,12.88,0
41.36,35.62,2,4.97,16.59,1
27.98,66.92,1,6.13,1.61,1
16.69,72.29,3,10.55,11.67,1
44.42,62.7,7,14.25,2.5,0
25.75,31.61,1,14.94,13.76,0
21.73,58.8,2,9.27,8.94,0
38.02,81.38,4,7.85,19.33,1
39.52,58.56,4,9.32,2.33,0
23.24,23.69,2,15.95,18.95,0
18.48,93.75,3,14.64,7.48,0
35.33,53.6,5,15.21,15.97,0
18.54,47.63,7,14.62,19.2,0
42.0,65.18,6,14.38,18.36,0
38.42,39.25,6,8.94,10.83,0
29.1,67.3,4,13.45,19.99,0
42.89,43.39,2,11.4,7.27,0
26.05,34.66,2,15.91,2.5,0
32.15,89.69,3,13.6,9.07,1
34.34,83.81,1,13.2,17.58,0
35.68,88.1,7,1.89,16.04,1
44.28,46.29,4,4.0,1.96,0
19.82,65.79,7,5.03,8.87,0
16.88,73.0,4,8.88,3.3,1
31.22,55.57,2,9.92,12.81,0
15.76,91.42,3,0.62,9.52,0
35.43,66.16,1,14.03,8.12,0
20.36,90.07,5,7.95,3.46,0
36.85,86.56,4,5.64,4.07,1
43.45,45.94,6,8.68,3.76,0
15.28,45.72,2,12.61,11.94,0
33.02,58.33,3,9.03,17.5,0
41.92,88.53,2,4.68,13.3,0
22.79,22.92,3,7.15,13.23,1
15.38,58.61,5,1.36,3.92,0
17.17,53.15,5,12.16,3.88,0
33.83,89.1,7,9.07,6.73,0
28.08,49.64,6,3.84,6.35,0
19.01,73.65,2,15.04,2.88,0
34.5,56.38,4,9.74,4.32,0
22.39,45.31,5,10.37,13.56,0
29.89,65.02,3,10.75,1.87,1
31.65,49.01,2,13.75,3.89,1
36.78,81.08,2,6.74,2.37,1
38.51,60.35,1,14.45,12.69,0
32.71,23.85,7,3.43,5.86,1
32.81,79.63,1,12.93,17.24,0
30.42,45.39,3,11.68,4.42,1
22.2,44.62,4,7.67,3.21,0
34.09,52.97,6,9.97,4.95,1
26.9,57.42,7,1.5,10.39,0
16.2,67.36,3,2.85,1.6,1
18.84,67.37,6,6.36,16.7,0
27.31,65.62,6,15.3,7.77,1
39.68,43.37,5,0.06,14.38,0
20.72,25.76,7,7.1,10.89,1
37.6,73.63,7,11.55,1.23,0
43.02,33.28,4,9.39,16.88,0
24.0,64.84,2,1.46,3.1,0
44.82,80.66,5,14.5,3.44,0
24.51,51.29,1,12.0,13.03,0
21.86,53.44,6,0.05,8.42,1
25.36,78.55,1,0.83,6.71,1
16.73,64.7,6,5.67,2.2,1
26.85,41.46,2,2.28,17.66,0
15.98,29.03,3,10.47,12.19,1
18.81,92.6,1,0.9,2.75,1
18.84,29.45,4,2.0,13.26,0
36.07,75.08,5,12.65,19.74,0
16.25,64.95,5,12.69,16.29,0
15.3,71.97,6,7.24,5.43,0
15.15,37.77,6,9.54,9.59,0
35.08,72.29,1,2.84,19.45,0
31.49,66.46,1,6.65,3.31,1
38.07,37.44,7,12.65,12.32,0
44.94,78.46,4,14.52,10.77,0
44.54,43.53,7,15.25,4.05,0
21.01,43.27,2,4.67,14.23,0
43.95,49.49,4,8.54,12.16,0
18.6,89.95,3,0.53,13.83,0
25.15,51.01,3,4.96,3.18,1
30.91,31.99,6,3.37,13.64,0
38.69,66.78,2,9.85,5.86,0
21.36,92.2,6,2.1,17.28,0
22.7,74.46,5,13.31,7.97,0
40.88,81.7,1,5.9,15.39,0
20.39,32.25,4,7.06,4.83,1
19.02,40.52,5,7.92,15.5,1
18.44,70.0,6,10.24,10.77,1
26.89,21.89,4,2.02,4.34,0
30.48,33.19,2,13.56,14.76,0
30.42,43.54,1,2.04,2.01,0
34.76,88.09,4,13.12,6.72,0
36.4,91.82,3,3.96,4.15,0
16.51,39.77,6,9.66,3.72,1
15.43,79.63,6,13.42,6.18,0
33.51,33.27,4,0.12,19.21,0
32.97,54.27,4,0.0,13.3,0
30.53,64.64,2,0.66,17.95,1
24.35,69.74,3,2.26,14.59,0
41.12,91.2,2,10.75,9.31,0
26.04,35.43,4,14.69,14.74,0
37.87,46.84,3,13.49,2.01,0
32.44,70.09,1,12.36,16.63,0
40.62,57.81,2,3.81,3.25,0
26.24,43.54,3,15.01,1.92,0
17.67,72.88,1,3.02,15.88,0
35.36,21.06,3,1.94,3.93,1
39.8,26.64,1,14.21,4.03,1
35.29,35.27,6,3.48,19.29,0
29.85,44.26,1,2.31,19.13,0
17.16,78.74,6,4.88,6.64,0
43.89,50.02,2,4.08,19.81,0
44.8,86.49,1,7.49,14.38,0
42.79,83.22,6,5.37,17.43,0
15.92,36.22,5,4.68,10.69,0
23.57,31.73,4,11.57,11.3,0
42.19,47.98,6,15.79,12.89,0
27.28,93.38,2,6.89,9.55,0
18.9,66.28,3,13.29,3.48,1
29.42,65.14,1,7.34,1.65,0
16.3,46.7,2,5.4,8.24,0
17.93,93.53,2,14.23,14.77,1
15.94,40.36,6,8.38,14.95,1
17.29,67.49,3,1.66,5.09,1
17.25,36.96,6,6.65,19.43,1
38.24,60.85,4,7.85,7.49,1
27.3,35.3,7,8.21,3.86,0
28.57,45.15,3,4.04,17.7,0
24.79,61.43,3,0.76,11.28,0
28.2,58.9,1,9.04,15.3,0
34.76,28.0,5,3.77,16.88,0
32.73,50.73,7,7.91,12.27,1
41.2,65.38,2,4.26,2.3,0
39.5,76.34,4,11.69,10.93,0
35.77,63.13,6,12.25,17.89,0
38.19,41.92,1,3.1,2.36,0
20.64,42.35,5,7.19,15.03,0
18.22,27.03,7,6.98,14.76,0
30.01,75.14,2,12.44,17.59,0
26.75,76.99,2,14.61,2.82,0
26.91,60.52,4,8.51,3.42,0
19.91,24.65,6,7.22,7.56,1
22.75,56.94,5,13.38,5.83,0
27.59,30.52,5,1.64,18.91,1
30.63,84.39,5,2.87,16.01,0
39.91,70.81,1,7.81,3.44,1
34.37,28.15,2,11.36,13.67,0
35.82,49.96,7,5.33,19.34,0
36.85,41.93,5,13.94,15.05,0
29.51,80.89,7,12.36,13.02,0
33.1,53.36,7,5.09,17.25,0
36.11,60.32,4,12.98,11.85,0
23.14,26.91,1,10.09,16.32,0
32.86,25.13,5,4.68,3.11,0
27.82,83.9,3,12.64,11.31,0
38.13,56.93,4,0.39,5.69,0
33.78,66.45,5,6.68,18.94,0
32.32,63.45,5,10.89,17.04,0
38.22,35.3,5,7.52,4.06,0
30.16,89.35,2,12.63,14.07,0
23.89,44.32,6,0.26,14.91,1
41.84,41.56,4,10.37,5.27,1
32.1,49.39,7,0.57,18.53,1
19.88,66.7,7,12.87,9.12,0
33.83,43.54,2,9.78,13.26,1
41.18,20.07,7,12.27,14.22,0
30.27,20.53,1,8.2,1.3,0
35.65,71.58,6,2.33,4.24,0
41.94,87.24,2,3.58,7.13,0
24.29,77.39,2,2.18,6.91,0
34.57,78.5,5,5.18,6.9,0
28.61,23.3,7,5.61,14.05,0
26.77,68.62,1,12.38,2.96,0
26.85,78.33,7,8.62,11.88,0
16.84,54.35,2,9.98,11.57,0
40.39,87.68,6,12.22,5.74,1
43.31,40.38,5,13.78,19.36,0
20.56,91.66,1,13.32,18.03,0
15.58,76.92,5,15.51,6.31,1
29.02,24.5,6,7.88,6.52,0
27.91,61.23,7,14.92,3.45,0
36.48,38.51,6,4.3,12.72,1
25.11,91.29,1,2.21,13.21,0
41.47,41.14,2,0.8,11.58,1
22.95,20.99,6,2.76,7.16,0
16.74,58.47,1,4.37,13.38,0
33.26,32.47,4,13.46,3.1,0
28.76,50.83,2,1.04,5.48,0
43.83,64.71,7,7.68,18.57,1
44.27,38.66,2,8.63,15.0,0
32.95,86.33,2,13.39,13.95,0
37.31,48.5,4,2.71,3.63,1
26.68,63.74,7,6.38,7.92,0
15.0,29.7,7,14.58,8.12,0
42.58,54.57,3,14.76,14.17,1
37.53,38.68,6,7.72,9.05,1
34.0,50.51,6,0.32,7.61,0
41.22,32.23,2,14.9,5.1,0
16.9,91.04,4,6.05,6.06,0
37.85,94.3,4,4.89,4.04,0
39.68,49.21,2,1.48,13.84,1
16.11,47.63,1,4.64,9.75,1
23.4,63.78,6,8.54,2.31,0
23.31,77.49,1,15.91,17.24,0
39.54,49.15,1,14.93,14.3,0
41.07,82.45,5,5.58,9.49,1
36.96,38.79,3,2.27,11.99,1
19.41,34.64,6,12.55,10.03,0
40.51,84.4,2,2.93,11.56,1
17.94,69.06,4,12.38,12.31,0
38.07,55.04,4,10.66,18.03,0
20.02,74.95,3,5.8,3.74,1
15.67,21.93,3,6.06,16.63,0
37.22,25.18,4,9.85,15.42,0
40.35,77.06,2,3.69,14.95,0
43.1,91.48,3,9.95,19.07,1
34.74,30.14,5,0.14,16.38,0
39.3,20.75,3,13.42,3.48,1
23.66,92.11,4,15.95,2.89,0
37.03,83.76,5,4.94,10.24,0
15.46,72.66,5,12.21,13.56,0
19.88,41.11,1,13.88,7.04,1
17.21,92.07,2,11.12,7.68,0
22.26,88.22,3,3.44,5.66,0
43.53,21.25,2,9.12,1.64,0
18.24,52.13,7,0.51,1.69,0
16.73,60.86,3,8.3,11.34,0
38.79,28.06,7,9.62,18.62,0
28.85,66.22,4,6.62,15.15,0
36.15,92.03,7,11.91,7.47,1
37.46,36.93,4,4.19,11.01,0
23.83,59.94,2,0.42,4.3,0
32.2,47.03,7,0.52,10.66,0
25.74,31.62,1,7.96,16.6,0
33.63,74.77,6,2.36,2.94,0
28.17,76.54,6,14.69,9.18,1
28.17,74.21,2,3.42,17.01,0
40.26,22.94,2,3.31,3.25,0
26.92,52.13,3,2.48,2.67,0
29.88,36.34,2,8.19,1.58,0
35.5,74.82,2,7.94,12.63,0
21.78,78.35,6,9.17,12.19,0
20.5,45.05,6,2.87,1.48,1
17.66,49.63,4,0.9,3.04,0
20.44,82.59,6,5.34,9.1,0
24.48,27.38,1,12.73,5.37,0
20.01,34.12,4,7.87,7.92,0
38.13,80.42,4,1.01,3.23,0
36.98,42.49,7,10.56,5.44,0
30.75,26.58,2,12.92,14.18,1
35.3,60.91,2,2.08,9.29,0
43.54,89.96,5,12.58,2.3,0
37.69,93.12,7,10.86,16.36,0
31.37,39.8,5,14.9,5.12,0
30.02,40.1,1,1.32,12.01,0
42.74,43.24,5,6.39,3.51,0
29.86,89.78,5,5.6,9.89,0
37.97,93.16,1,15.45,15.11,0
16.37,66.44,7,6.85,8.88,0
26.83,45.92,1,1.7,1.48,0
24.14,86.48,6,9.28,19.25,0
43.67,59.41,3,4.68,13.05,1
31.66,46.53,3,12.14,16.05,1
37.45,33.13,5,6.37,10.55,1
30.99,56.46,4,2.85,14.31,0
31.2,94.67,7,6.33,7.65,0
33.98,71.16,6,15.08,11.65,0
24.57,68.62,1,8.52,7.69,0
23.99,42.62,6,14.23,4.87,1
41.21,47.55,2,1.78,16.7,0
15.55,66.93,7,4.1,17.15,0
44.32,29.98,4,2.68,10.85,0
42.08,27.12,3,5.0,8.66,0
25.83,56.94,4,10.2,4.74,1
20.15,43.04,1,10.42,5.79,0
15.55,64.65,2,6.65,15.62,0
33.59,64.81,1,9.65,6.4,0
17.61,55.77,6,14.98,15.18,0
25.37,63.45,6,12.7,10.0,1
24.17,86.34,1,12.85,1.76,1
19.19,24.64,3,0.85,6.69,0
25.39,55.0,3,2.04,2.94,0
38.7,50.58,3,1.13,11.28,0
23.4,49.05,7,13.54,16.86,0
24.14,65.62,6,9.08,17.75,0
30.56,75.72,3,4.0,17.29,0
19.03,85.61,3,11.76,16.08,1
16.1,79.44,7,0.2,16.21,1
16.38,86.78,6,7.02,15.58,0
44.72,44.23,2,15.4,8.79,0
25.36,87.05,1,0.55,5.6,0
19.62,63.27,1,2.19,16.31,0
20.84,46.16,2,7.01,11.78,0
38.22,93.81,1,4.72,4.91,0
37.81,20.77,7,4.29,12.3,0
24.46,63.34,5,5.78,18.78,0
15.04,70.76,4,4.75,11.64,0
23.58,93.59,6,0.17,18.1,0
38.26,55.84,7,4.76,13.9,1
22.11,41.54,7,10.31,16.5,0
41.7,52.26,3,10.92,8.39,1
36.73,52.06,3,4.3,1.33,0
26.64,38.27,4,15.07,4.96,1
21.71,25.2,2,8.55,5.62,1
26.25,72.89,4,4.72,4.79,0
25.6,74.01,4,15.62,17.81,0
43.31,80.74,1,5.86,17.92,0
37.07,70.53,4,6.28,10.19,0
36.81,88.08,2,5.65,1.99,1
32.81,53.75,4,11.24,19.52,0
33.24,63.86,2,13.16,7.39,0
44.85,42.19,2,3.79,2.76,0
28.11,74.84,1,14.59,4.84,0
29.23,64.79,4,10.44,3.51,0
22.12,28.82,3,11.65,1.61,0
35.08,43.77,3,6.03,2.97,0
41.59,44.59,6,11.01,11.69,0
33.8,27.97,1,6.07,17.15,1
30.64,48.37,1,15.06,1.74,0
18.85,57.83,4,14.09,9.03,0
38.84,93.43,1,5.1,3.28,0
18.98,78.16,6,6.33,11.23,0
23.98,68.48,4,6.71,8.3,0
32.74,46.94,1,6.24,3.27,0
18.31,93.44,1,2.62,14.38,0
22.49,45.5,1,10.07,2.58,1
30.34,82.71,6,2.19,16.23,0
40.67,73.79,1,15.64,9.6,1
31.79,46.62,1,2.54,10.53,0
34.09,76.13,2,9.99,3.96,0
29.38,58.53,3,7.22,1.09,0
39.85,29.85,1,11.65,17.21,0
15.5,39.52,7,6.14,13.25,0
37.67,20.68,3,11.44,3.03,1
20.32,25.18,7,4.04,11.87,0
43.03,63.28,3,10.0,12.76,1
30.14,89.92,7,4.22,9.17,0
27.68,68.21,4,5.87,11.11,0
40.5,52.72,2,7.63,16.64,0
19.5,60.38,4,11.02,16.11,0
44.16,65.04,2,14.9,1.37,0
40.19,41.89,5,9.39,17.78,0
17.82,48.95,5,11.8,12.2,1
37.54,80.8,4,5.46,14.4,0
34.21,29.63,4,10.52,18.95,1
38.83,23.72,4,12.67,11.79,1
30.67,24.99,3,10.77,5.57,1
29.15,72.97,7,0.03,14.0,0
15.17,43.47,5,8.0,18.05,1
32.95,50.14,4,9.26,4.03,0
30.37,42.87,1,9.73,2.46,0
36.21,94.83,3,0.78,12.42,0
43.22,56.44,3,3.37,11.83,0
35.87,62.95,4,9.32,15.05,0
41.18,37.12,5,15.24,2.4,0
24.34,40.16,2,7.17,10.7,0
19.56,67.31,7,3.99,18.99,1
20.87,61.29,5,1.93,7.76,0
20.86,50.03,7,6.99,3.44,0
22.13,39.59,1,2.59,17.37,0
44.44,94.05,5,0.97,19.22,1
31.73,36.02,1,7.13,2.11,0
41.65,73.7,6,1.14,11.24,0
41.33,26.41,2,0.02,14.13,0
39.88,53.34,7,15.71,16.03,0
26.54,29.68,4,7.67,18.1,0
41.87,80.5,2,15.83,19.17,0
31.0,45.66,6,0.84,16.63,0
34.28,46.77,7,10.97,11.61,0
34.59,76.36,7,11.88,7.43,0
21.62,23.84,5,6.59,17.38,0
27.83,27.64,6,7.7,5.87,0
44.89,68.3,6,15.87,5.41,1
35.65,84.76,2,7.72,11.75,0
30.08,24.17,4,3.26,11.66,0
43.03,52.34,3,12.7,10.64,0
35.39,88.42,1,9.7,3.11,0
33.48,31.04,3,6.47,2.91,0
27.23,67.38,1,15.62,10.24,0
18.66,64.1,5,6.43,13.36,0
28.75,34.82,3,13.13,19.52,0
16.01,32.41,1,5.39,14.95,0
16.54,79.05,5,6.44,9.22,0
17.17,82.62,7,13.01,9.22,1
43.37,26.37,3,4.27,4.07,0
37.83,29.24,2,2.64,11.95,0
34.31,33.29,3,4.5,19.2,0
30.23,78.14,3,1.06,17.91,0
16.64,81.55,7,9.23,7.65,1
39.42,75.67,5,15.55,12.71,1
38.2,91.98,7,2.53,1.55,0
25.86,56.39,5,11.33,1.64,0
43.73,60.3,2,0.77,16.2,0
41.83,40.19,6,9.63,9.78,0
40.18,25.77,1,0.95,11.86,1
33.79,49.32,6,7.61,14.79,0
16.55,70.89,5,5.09,12.03,0
23.93,47.19,5,11.33,12.89,0
39.67,70.71,7,8.88,15.93,0
29.62,50.02,1,15.15,14.19,1
44.6,43.65,4,15.02,2.92,1
33.59,81.52,6,15.75,6.04,0
41.78,56.3,5,13.51,16.56,0
18.34,90.63,3,9.91,8.92,0
43.15,90.6,7,6.63,4.74,1
42.95,52.46,5,9.67,11.71,1
38.55,50.26,2,0.04,10.63,0
20.6,27.9,2,8.2,8.7,0
19.93,31.29,1,4.18,14.4,1
38.65,90.36,1,14.88,18.26,0
17.4,40.78,7,8.12,13.69,0
20.99,90.83,5,2.14,1.85,0
31.36,46.03,6,8.53,4.68,0
22.89,55.66,6,3.92,8.99,0
31.87,31.0,5,9.44,14.16,0
18.87,77.18,6,3.84,14.77,0
25.42,23.11,5,13.47,11.63,0
19.1,49.59,4,13.33,11.66,0
38.4,63.7,5,2.79,9.44,0
43.97,38.75,6,10.26,1.02,0
31.18,84.96,3,3.41,17.49,0
43.47,27.6,4,14.74,10.79,0
17.95,84.47,4,5.81,18.39,1
17.68,52.85,1,15.5,2.05,0
32.79,57.93,2,1.92,17.38,0
29.86,92.8,6,15.38,6.38,0
37.12,91.51,5,0.41,9.9,0
34.95,40.67,4,5.5,6.39,0
16.41,85.23,5,4.06,13.8,0
23.19,59.38,1,4.1,15.28,0
20.88,74.03,3,14.93,5.5,0
17.79,39.28,5,3.09,19.56,0
35.71,92.74,3,3.37,14.43,1
17.43,69.64,7,15.88,19.43,0
32.77,70.36,1,15.84,2.5,1
44.6,59.58,3,13.92,15.38,1
18.62,50.42,3,15.85,11.06,0
44.44,92.33,7,12.48,4.93,0
20.64,86.22,1,14.0,18.32,1
16.93,46.6,5,4.25,16.99,0
43.09,90.47,7,9.87,6.02,1
16.31,94.27,5,0.34,4.63,0
44.08,63.04,1,13.03,18.1,1
36.27,82.13,1,10.94,7.25,0
23.42,36.47,7,1.26,11.39,0
40.57,30.29,5,9.68,7.15,1
32.82,37.2,3,4.05,9.77,0
22.78,46.09,2,13.25,15.41,0
21.39,46.9,3,15.79,7.22,0
29.42,69.88,2,14.72,18.14,1
43.15,45.75,7,3.07,17.85,0
41.32,55.32,6,14.34,6.08,0
16.57,46.44,7,12.93,12.94,0
31.06,45.59,3,11.45,12.3,1
16.36,25.67,1,14.78,17.89,0
41.86,31.4,4,11.7,9.32,1
25.26,70.44,6,0.83,10.13,0
16.26,73.83,7,14.52,18.9,0
20.46,62.58,7,12.13,19.77,0
31.24,64.0,3,4.68,18.4,1
18.93,23.65,1,2.0,3.14,0
18.06,82.91,7,9.82,13.91,0
33.98,76.75,5,13.98,11.54,0
22.22,49.42,6,13.42,8.27,0
32.3,51.36,6,7.05,9.16,1
43.54,94.95,2,0.99,13.29,0
33.5,92.7,7,12.4,16.07,0
27.64,83.32,1,1.64,6.57,0
33.41,82.11,7,3.41,3.45,1
29.97,49.38,5,1.55,1.59,1
27.29,91.86,3,14.65,13.44,0
39.21,80.82,3,11.98,12.69,1
34.04,60.98,6,6.54,17.95,0
33.03,92.52,3,6.53,15.56,0
30.7,34.4,6,1.12,13.68,0
35.34,27.08,2,9.73,16.07,0
40.73,57.84,2,4.25,5.08,0
24.67,75.43,7,10.09,5.88,0
18.16,81.46,2,10.44,5.38,0
42.73,70.43,2,1.93,16.83,0
41.99,35.93,4,10.97,11.58,0
39.18,21.04,3,6.95,5.6,0
16.99,93.31,3,1.39,18.94,0
17.03,56.73,5,11.61,6.67,1
40.98,81.27,4,6.77,13.09,1
33.7,86.22,1,13.69,5.8,0
41.4,27.92,2,0.85,4.41,1
25.18,82.15,6,1.62,6.63,0
29.77,45.03,3,13.62,5.12,0
31.56,92.43,1,7.48,12.09,0
34.91,94.21,7,4.01,17.68,0
39.78,38.92,5,11.35,7.2,0
19.42,77.16,3,14.57,4.62,1
35.88,86.78,5,11.25,4.58,1
42.25,67.27,3,2.93,4.73,0
16.97,34.79,5,9.98,4.93,0
38.92,69.4,2,1.38,14.74,0
22.43,70.34,6,11.91,9.76,0
16.74,87.96,4,2.84,2.8,1
39.89,49.48,1,15.25,16.46,0
25.0,80.43,1,15.29,11.39,0
25.76,38.5,1,4.46,16.7,0
26.39,44.39,7,13.35,11.89,0
21.71,82.8,6,5.45,8.27,0
18.4,41.69,2,15.72,10.4,0
17.71,24.21,2,6.66,2.55,0
18.04,64.77,5,2.02,15.48,1
31.75,70.61,3,12.89,5.28,0
28.67,26.34,1,6.96,9.31,0
23.16,85.22,3,12.69,16.91,0
31.97,82.36,7,1.68,6.19,1
41.84,90.57,7,12.93,1.5,0
32.48,57.65,1,12.83,11.82,0
21.73,57.52,4,6.17,5.6,0
18.05,50.51,5,4.02,8.52,1
27.89,35.45,2,5.11,11.64,0
17.82,82.3,2,3.37,10.87,0
44.75,71.75,7,5.73,8.33,0
35.77,47.08,1,11.21,15.46,0
31.07,57.54,7,7.55,18.96,0
34.95,80.18,1,5.19,1.11,1
44.63,71.19,7,5.46,9.04,0
29.76,75.62,7,8.33,17.21,0
21.85,27.32,1,5.5,8.16,1
35.06,60.32,7,11.64,4.15,0
28.3,24.1,1,9.86,6.57,0
30.38,77.14,4,6.87,6.25,0
33.35,58.85,2,14.21,3.32,1
19.51,28.01,1,2.87,5.27,0
26.23,35.87,3,2.02,1.9,0
40.26,88.82,7,11.0,10.57,0
35.59,51.91,6,5.92,6.1,0
18.56,81.2,4,7.91,18.87,0
19.23,81.77,7,13.53,3.31,1
35.19,56.31,3,10.4,6.21,1
35.88,44.93,2,4.39,4.81,0
30.94,50.81,6,4.0,16.12,1
15.74,34.72,2,15.59,1.91,0
44.78,58.17,1,4.32,13.92,0
40.9,51.43,6,9.54,10.34,1
21.14,70.2,6,10.23,2.11,0
36.89,50.61,2,7.26,10.99,0
37.09,46.86,3,8.81,16.91,0
39.2,78.26,2,7.76,9.63,0
18.61,55.38,4,8.6,17.1,0
36.67,62.5,1,15.06,16.18,0
42.67,62.6,4,2.38,4.31,1
21.26,27.91,6,15.78,2.74,1
32.94,69.26,1,5.42,19.99,0
23.85,60.78,3,9.25,14.16,0
25.52,63.27,2,11.04,14.68,1
42.92,82.91,3,11.44,5.94,1
17.15,52.02,7,4.47,13.88,0
18.02,70.73,2,12.3,9.08,1
27.97,25.5,4,12.32,17.21,0
33.79,90.1,1,3.07,4.0,0
39.24,26.85,4,6.28,3.02,1
37.72,45.67,2,15.87,19.95,0
28.04,53.75,6,12.55,11.58,0
31.08,80.2,1,11.02,2.0,0
35.81,63.97,1,15.41,12.01,0
29.68,24.25,2,13.32,19.5,0
37.49,53.23,3,0.31,12.7,0
25.11,90.95,1,4.25,19.13,0
19.56,34.73,3,9.38,6.36,0
25.26,32.33,1,5.06,11.3,0
30.74,50.34,5,6.16,3.76,0
24.56,55.08,1,11.83,2.61,1
40.14,79.94,1,5.34,5.68,0
32.08,43.77,4,7.03,19.26,0
16.08,25.68,6,4.86,18.43,0
43.52,21.31,5,7.53,2.95,0
25.53,84.83,1,8.82,2.6,0
34.76,26.46,6,6.67,1.46,0
24.85,80.38,7,9.6,11.17,0
23.55,53.68,5,9.0,7.65,0
20.12,51.38,4,0.74,16.81,0
28.88,23.63,2,15.07,8.68,0
16.99,90.16,2,11.64,7.31,0
34.95,82.62,3,2.75,14.22,0
28.46,32.47,7,15.31,6.45,0
30.5,21.64,1,0.86,19.9,0
36.37,37.22,7,1.52,5.86,0
39.57,85.3,7,11.97,7.32,0
19.82,65.54,2,13.08,3.28,0
32.09,92.41,5,10.23,14.06,0
37.78,26.61,7,2.12,12.65,1
31.63,80.23,3,15.07,5.93,0
36.12,42.98,7,2.62,9.29,0
22.74,62.45,5,8.31,1.95,1
35.76,36.47,1,7.3,6.04,0
33.4,29.82,4,5.42,6.28,0
26.37,35.88,7,10.02,14.88,0
29.2,63.41,3,2.93,9.02,0
25.8,83.68,6,9.84,15.54,1
30.08,69.98,5,9.2,13.79,1
27.57,20.46,7,2.19,8.05,1
29.57,75.24,5,0.25,8.49,1
37.75,23.78,7,15.49,18.28,1
30.07,73.61,4,12.67,1.88,0
36.57,42.98,7,15.8,4.77,0
16.26,64.57,1,2.96,13.54,0
33.62,40.01,3,7.14,4.55,0
21.07,32.13,4,4.46,13.21,0
22.26,68.7,7,12.42,14.81,0
19.59,52.86,7,5.18,6.95,0
44.6,57.6,3,4.44,17.78,1
41.19,77.01,4,4.14,10.85,1
17.13,91.13,3,3.0,8.31,0
15.57,80.6,3,9.43,3.77,0
35.73,69.82,5,4.4,14.12,0
38.03,29.46,7,1.99,12.18,0
31.95,81.8,2,2.45,10.41,0
29.58,80.76,7,6.63,1.74,1
15.36,63.56,5,6.37,19.42,1
24.71,92.26,2,11.76,5.61,0
28.68,24.24,4,2.6,8.48,0
22.42,32.49,7,13.84,3.32,0
36.55,51.21,7,13.23,14.32,1
28.54,37.75,7,0.61,12.41,1
25.17,22.03,1,9.99,7.11,0
19.68,51.44,3,2.32,19.27,0
16.13,59.98,3,12.82,11.14,0
18.53,32.82,4,1.79,15.48,1
24.36,50.41,1,1.16,14.3,0
39.58,31.53,3,15.32,16.03,1
34.05,40.32,5,6.94,6.17,1
28.17,44.21,1,14.0,17.55,0
19.89,35.07,1,3.62,1.01,1
19.54,92.74,3,12.47,16.24,0
32.65,54.88,6,10.69,6.18,0
39.1,85.94,7,12.92,2.37,0
23.78,57.75,1,0.71,8.89,0
33.63,23.03,1,6.69,18.24,0
40.41,39.36,3,13.89,1.11,0
28.81,75.39,6,2.04,6.56,0
26.1,72.23,3,3.91,16.79,0
18.16,77.66,1,15.54,9.99,1
16.26,71.84,2,4.64,12.72,0
15.55,51.29,5,15.37,10.52,0
37.94,93.18,5,0.2,4.61,0
18.69,23.0,1,12.52,18.32,0
15.76,73.16,7,12.42,2.78,0
34.77,61.14,7,9.62,4.49,1
42.06,73.82,2,6.71,2.98,1
42.18,27.46,6,7.61,6.54,1
21.85,52.99,1,6.92,13.9,0
31.99,64.13,5,6.31,6.36,0
15.91,84.98,2,4.25,2.98,0
25.68,58.24,1,4.7,4.62,0
35.29,56.68,7,8.51,12.08,0
23.17,60.98,1,12.29,8.24,1
18.02,36.4,1,8.49,9.93,1
26.77,63.07,3,0.4,14.19,0
30.54,73.05,1,0.16,5.07,0
